name,ring,quadrant,isNew,moved,description
QiMaGtXQ,adopt,tools,false,-2,zACYGtjsnGdygfPNqGhGtpMRMaBgSTigqAQOVvsaaKjEevwQVrjIcZaTaHQsgAvObLBzygQmEvhgAaxSTTYriDlDywRobFYzlzZKdxAOGIFtclHYnotVVaHrzVYEMxWwKPOmahLnVWi
HA,assess,tools,true,-1,xPzRHAJYOMzdZdHlkmsLtsYzggKPMDIMskpaELgqiAFcyRDoQbLr
hKqzqJOrBtfzz,adopt,tools,true,-1,reAXtkqOlAOOzbnfxOluNapWEaMxHlzwrNddhiqTXJXjEVQlRFZvVZvIaoVTyxSMfXHVCqQrAeAIvrhLvM
DjhddxbHxvGSUo,hold,languages & frameworks,true,-1,PgFqupGycPiIHotAcbeZkIRYsKGIBMSJWscnsZdsjBWlDsoWgNtTKqdIYgazBJhUKFYrbQllnOuGaORFqLLvxbe
Jd,trial,languages & frameworks,false,-3,FjlWSyVTJbTpekJuqGoZllc
UEcirqOTJX,assess,tools,true,3,OFxbOaFsrxoHCOUOTBudhaUIwjakbWvoCYyAaYmoUVizybbeqtNqcIHxBwitEcMvbNXdpOBSrOrEDkPLaQVcBwRGKIztKThOTRxqmjEJdhmMfVAGqzm
AmyvPWuqg,assess,languages & frameworks,false,-2,IYCyAdQkiaNFauMXiJzpQRSsFvmQoeGEcbHCwrkMrcCswLankNgbUKhHSrFMtEJlGicaNMuvlHEjJMbdlAbMbIQnwdZUcMzQLTDQGIiPYngCv
gt,hold,platforms,false,-2,PuzYMayuVjhzpDlamAOYnpIdooHLWfUSWyrCNeiSyIegThbpRRfMhQKHgOQuhasREVWtupupRyUoOfgZQf
wdPjAFa,trial,platforms,true,2,rVgSxfchANHQSiRxHRZwOtQEapONtWyABjSMEAFqyADTUZedHjHBFmIWIwnFoIjvcZvIPNWSC
kHhPlvXOQ,adopt,tools,false,-1,bhYZQfvHGHPGAGXJcCPDLqepFPpLgaTwFOUisfNUmryVWKBzpaXDqMVLKiHfHkDEp
zWcgBX,adopt,languages & frameworks,true,-3,qAwsMhPcGigEIhljbHjxZXoJrhTyYTegLvEkrHOuRabtpBJIREEWFPcwIEtHWskLmXbAsITaLIMFqxzmjVEJVdcnLCDOIZIjWgiRFMPvdWpN
dlhvtPVkUrl,hold,platforms,true,0,cpFIALjkKXMMoRLwQXaLIDiqusNstUpHeMrqdUqLLsEGvNWAEvrYCHxZLyRxSiAAsLnZUkmggGnYCAOiSYQebruXstsYQqTZXwHLvQhITWDpWbrmWnSn
oItjQ,hold,tools,false,-1,diUsGgKOwAJhHzmLoyHXylJgRcHkFDNDFzCXnWTCxSXLTCylMRifNqRnPzyGgzemtpiBdJLoUIroWsSowLsFlAOOLvMtnRxfESnKAHBkGBO
urLKYahnGCczQ,adopt,techniques,false,1,IOYpgVccyoyzgXxbBAoF
zwrqGeUrg,trial,platforms,true,-1,NpVvxsYuWmGhrJoPolPLZvcTGUBQncYYDghPlOrZhUHHKiUpLRsyONUOVPHiFAGKEtiInlGeyWCxVuHNrMYvEdFKbhNGYgebVTHLiCEYfWQrbSKQTqTdxdcxDFrMHZSpZDsbhXfgDnYcXiIFTj
tWWqJNmLCU,assess,languages & frameworks,false,3,HLyAbGuTWzNQHfCTGrhhvQCBWEveXUPHaUApSfDHBdYnedhhEkkdLDAXUthgfOnvDeqHptduiBfm
JLVVZcthsOi,hold,languages & frameworks,true,3,dsythRIOXaEbbTwcCxCakXnygkpFHERoxSltpIAoOMRgJjwXKbxDHCBVHdwMZONyWguTJZFkOnYyWgncneZTREENjHrDpHpSAoWOUUsFIuiVEqwOHgLeUlacJlvQzCoHpfFNbQfcPcfTAjbWNhLHSj
FgVHugsP,hold,techniques,false,0,bPIdyrpZlMXLkRRigLlUWKaKGbRqepkPHLASphTOi
NgGAU,assess,platforms,true,-1,KVDUgWzbkegIpusYJxasbmFYwdkP
AwXtbagERQh,hold,platforms,false,-2,WNklxuVsviArozNJxPCrxDLtqpJTghKLqrauuLcxCOIuXmPScpHTJEuhxqPHfXLkBYIWhBZWLJFMUEogSStCdcoUaCIEfMHewcniGKCnXUQHnNlqxATiDixTsJHgnMlqKvaEwkbLjc
lmYigEkPHNFqdFZ,trial,tools,true,0,FxjonFPnTjGkJCNizbKOahqVpmCXfocmPnUNSdTUNjbW
UVChhPr,hold,tools,true,2,cNNzHATKJsdwHKogvlcHZOzCltlfeTBzQRJebyvChhAFrPVsToLhASVJCihhPoDnIycpOGojwhNcQg
hdBTHSrL,adopt,tools,true,-3,YeevahvqCDLDbQVyBkjkivdgAiEAzsfhrEdSsNjlTSturtVLMINAu
eQFkpS,assess,techniques,true,-2,IiKlAfUavbSBeXJPoXouRJvLXGUWZSahUYDRkbHTEFCrfvOHZdJbdKlbDYdbzGkWjPmPPSVUihHBMCHqRKsdkJnDXTgSgBv
lJPbiH,trial,techniques,false,0,UDnlDoKcPvsveISogctlLsOqdYOWUOJdgCmjVIFOCqFULNQmnDsDUptqvDoxzserIIzcsVcXvSvVzeVCrKOankkHXT
WHOhQRnAJrl,trial,techniques,true,0,lQIMGRiLSaMqDajSOBjOkdXJPIaPESeqIqPAfQdwouKIyLnQstJHylmNlQbJghxxafAdiDSVOCQVOQAXtfJluJCwYtqwm
Kqphhh,adopt,platforms,true,-2,sYCgOhFxtZiRKkDFmqDqPYgppGuZLCXukyIOOXeElsOFlxVoaIYTaXpbjBFlNTEzgfnYAzg
veYBypbW,hold,languages & frameworks,false,-2,cqhogCGUUCulxmcglKXqAyUPgszIBEGocRYizHwvSqfbvxMXmGpMEpoBqnoujWouCSWDrKngkKSttObYjhIoTpWjkY
MrPscQyAicVMu,trial,platforms,true,1,rHSxcfBNBwVBtEFArroMHjZAUEaOJczLxHGVEyDcvKYqvY
ZCPVa,assess,languages & frameworks,true,-2,vVKmdwHJFXjEvJBQysHLAGpWjjsXZPqytahHWJjIwBYNPcEGvLNmNNDQTWZwZVcbYxuQwjyLmlg
NQmbxFrPsCcGnqZ,adopt,languages & frameworks,false,1,vWUoVqwKJRnCabChNahmVEaVSEwBBT
MUJ,trial,platforms,false,-1,FpUtYAhLAHMtOBfhuIbyIBxQEzHTNjlWJAUKJnUuJCzLySvsjNfyJInchxZXnoJkyCzEdPVAToDzxyXdQDOzDMQPtyzyBrPkgXoTIh
aBxqLoMomhvTuCZ,trial,platforms,true,2,pDDnSgPtrvvqONQjYArYXjxghjDDUsTQfOwDbLsDraltJLeXRkEeZPWEcsJJFwTwvkSSSJYXgHOWeObnEPLmyuWpCBHvnEXWMkZUZrNiVIsPSbuBQmuDLWZecUwvbxBMbuKmebfjVJwjq
fJgOln,hold,languages & frameworks,true,3,NANAusZleyzlitkaZDAfMVogmYRdxlcNNpGZJUTAhDUCQKyGDqEVbveubBMpbeoyjpCWcIKOwNVgvAWZmBECetiIFyyPKBMBGmbOTdtKuQqYLOUOpwgTZCTgCyobLoSQR
eerlXffWWywkNWD,trial,platforms,true,1,BQfBBJZKgIiBhonVFjuYITipnCMbwhYVeTfqwnBCONldZMOsxCopAIoutiUkeqJaOTjwmjktkzmPZWImplePbvpRNhCAm
otSjL,trial,platforms,true,3,clKsiuIgCfawZiogwRgxeSkbpaOBMOpRfBgBaFGHzGwlwfaS
JQNtoJVsK,assess,tools,false,3,jWJleoXhPDYGjGzlZKHJHnhUYlGCFxTzbSdJgCPvtthJbOdyraekfaAdBRxzfiEHhSZkCXUgKjMaXtcMYyZzAhIEsjyWOEYUq
wDKpWYTkAh,adopt,languages & frameworks,true,1,tndIbHbFEBgVMdNaQfzhpkmY
DSUArU,assess,techniques,true,0,JStKCniHARQOmsWTKgvFQEoaXPRmTYFjpgxOPIzIrvQjNSezXeXqNyDfISLqtUTTjinfBUAzJENHzONlecLRlYbmQhvHBQF
tpHHRXenDowKdL,adopt,techniques,true,3,jGQEFpORaFVSTEariXUkNUSsyeymeXpsRDzbpAEWgeceaJyNcJMQKgwa
QyyaRLzZxFuOq,trial,tools,true,-1,JGzGpxHmqHcuHfmeBuUymBEzqLMgjxVvXuyMqsLYqUNOMoZUbuByrEnUchyGPJJlWlNVKQDuZegTtRsEWCWWskNv
KzvkLpwAPM,adopt,techniques,true,1,gjsDSJvECxoAVfmpOFefwdbvosBZozKCAFOAgVWLpdySjhfJziRYOlyupphwCaXkIcCLFUpIsZkWmlgqluUdRBLtGJMGszBgPTuzTEfryKBPeezFitmxCGXYEWZCGMuTXFLuWcIADoqfZbfbScdZ
strvJZQFE,hold,languages & frameworks,true,-1,pLZxgaDvoNPSfTYumCRgXYHLpTKAmrrOIcZumqTePyeGkGlszIlGGiCOeCtNQadOaM
SWaQczdb,assess,languages & frameworks,true,-2,OaJwaHgiJeVbcmXPsnYsvPXjqjSsLZxWOWTDbMzFHmsWvJGvQIiuVWsmxaLRXKDuBjwfXvMeWLwMkyCXGIPjAHwRDIngAOGYiVpacthUEUporCNwYrHWIzd
YHBmi,hold,tools,true,2,kcdfyavomXUkBcUaZrmBrsiVTbOQrKXHUYTMliUMXkWzTPRGbwWOctaZuGzBeInGaxhuJuCNpOBxBFJkEuoVxhxC
zrZlFMaSALJq,hold,tools,true,2,uFWxcMQrtwVkxGlTDBBIjCKOVdTXvvjYsnKHLGZsNqJQr
UOsKuxvRpPgayf,adopt,languages & frameworks,false,2,DnXfkjNaZWApMuXzVkcVSzyxmYAJUkxOqRJVNJTeLfhPDFBKDrXIQJFwmUiHNBrlHoOJyznCFYVhzLfZRApAjdpxpKqrtWgfyRslrzChbJgHSXfGGWFTRnfnj
PvhMcjXSLV,hold,languages & frameworks,false,3,pAHYMheCbklUCaeYUEWDBRjcpziIpevqWlcSVlgzpbvfPxxqtskQKPMNzIhURGdZhwNudCeHWedNFOfcKAbnOdqNESdnxQUIwcZMYxKLXnzcwVjdqQdUPKfMvevSduTGrjBXfkkNw
cMfrCxcTfA,trial,languages & frameworks,true,1,AgOZxhnXIrdCJcvLiVgsUtuBtRPFWiTcrRoXWTBbuAynboxwhqQLfME
tsT,assess,languages & frameworks,true,1,EDevMAVEzElaAfTshMVUG
STYNTJxTalRg,trial,platforms,false,-1,xCUvjBVWWRKBAvsqSdMPtgDoGTWXpQwdPtFfxincGdZFSaboYIpxCaokyMxmWqLPaEiMarWUdErmGkRJFeVHaaGYRZXjwimqVqIhAiNluOjTYCMndVFj
dSzcntWwuufHXpv,adopt,tools,true,-2,FHSREYOYXPLzAvdWyXNuJMFLnhSHrgHmafCVmkejZsCUVllmuBNIXOVfRnFaKNoRuvcnBXbBrSTxKmpACvRedBRnsaESHrVG
stjMxFxqA,trial,platforms,false,1,cskVwASjCFgvIJOqjJpBFONoEcAFJYeJDrJSwyjCvFPGoslfJATaBpprmeUjKtDieJERBhkEoGhebTBeLxHrNWEkvYIXtDiWMeQdlOuRNeGyTTBgFSGlsmpsXmoLgfdCPCKGGY
aOHYAQf,trial,techniques,true,1,zDoyTsUDPKbyQVhhobdxkQnBELxrUllxyqtkjjzNnlWKziDGMQeowDHpEzarOxKMTTUkjPaQetBoTknTnOrlandwirSbFPtEmPAAJtUxcJCcNNsTDonpnDOmTIZFR
mBRg,adopt,techniques,false,1,vtEFjNWDHitnAizVTBxFwKorvChtaevTxEeQSsBnbxZLBxdDSuPqCwBgIxgwlxGuNxjtosTpzoNvMzZmPWQmUPIOYdqDWMLvwGDpiLajFBXSRhrDqYMPMY
TMpVLD,hold,techniques,true,-2,rsxKUHDsdqoORZrvBocNtNdCTnsYxnVjr
ZgoFhBMLg,trial,languages & frameworks,true,-1,vNwycQyfXpPyyGKkvymhLZWIWIXJwjDPUdrlnzPVRJWfYYjMDKtoowFDBTCUxxruxgkgfJrVPkNwXVZXSUtmQJzIHbXU
znqpzHTBhyszCij,adopt,platforms,true,0,omLoxaZSyYPJYygQbwHuhpnMwrIJPBraAHPPaKfkSNdyjkLfutomYavlZcAoOuRahPPPpeXYtsICqELugECilxCNYEZuoIrRSttqmhfNnpLHXXvzvucNzSdviISRdBDyxPplLHckkYoIbBlsYTilJN
wBWyrcuORfQf,hold,tools,false,0,tVpczfLqyjmQZNLZTZADdQxYYi
OizOJJFhkFvZpy,assess,platforms,true,-2,mzuFhHrBPuGCBOvgERBBZPnJowlssnCxmczkpmEgOKguhvBicC
PpsCr,assess,tools,false,3,BqfRFVgQGDbeJuFaatCDQpTKxMCzPINqGxvESVCuBpxVIiqhZiRtQAofcMPqhNntGksrJyBELsfIHTbIbAlnJJeDeFJAHccHjlAziEHiFAfRbPtyPSzDqbPopEr
bwIAlDHzQMxxT,hold,languages & frameworks,true,-3,lefhIXKufTOGyGFPAuZPErcbqxqoowMonAiNJpYANhoIxsxzQKgMPFFRidYxohnwFCzLSfYBmxjLmAoqNRbdunqVd
DwonckX,assess,techniques,false,0,CZiGBLYDsfEBwiLVGvQWfUWPKiUtkwpsZrgLiyiDxPoEVcmEtiuURYLQqsbOekhTykdqAJjUWUogXiIQnTcrHMJusAJzhRYoVYdyQBm
WBkYvga,trial,platforms,true,-2,VijlhqfsUQWRQUBhancETydFFAxmBTOcWOjNRsAHrVbfKbgxWYCqOpdGXEvOdlaqGXlHfQJehGyiAlhsiAeuMb
BhMlaU,hold,languages & frameworks,false,2,XQXjmqZCzTYhJrhPQXsmhwkEOByVlAfJzOmpEtBtzPACUhVkQzMPbqDXbSCe
fdHkWhChuH,hold,techniques,false,-3,wdSxNXfaQLjpSUfqMNYXpKvlQWSLOpUWfiCKzYDmVuMTVmqBaDJGzTOeBOrXRLygOrtgECbXeUJNsuZZAocHDgUOjhBgNFtvRhOzrYfVljWOUeaXVNNtAykbeFaSnYQzCFueQiphlwAOsvyKh
EKlGvLEwtRsIu,assess,platforms,false,-2,svcHvdWshQiURIKoYQXnPCyRiatyRCAAOnWRwaEKCFtEcMCQRuuZTWnMcuvczhfLMtIUmjnHvvqjjWbgQYMwKyfrhpcALPvenqeNSxgdikhpaWmMrswfNKED
LkHrDpqWrJw,hold,techniques,true,1,OXXMfCOzXlCsSnjKNXVckMejKRVgXRZzVIxjlKoioJwYis
YRegGEF,assess,platforms,false,-1,rnfziSqNKqqbJsGcUUvtWsq
uOfbu,trial,tools,true,0,MxaseOvLdSbGBTJhcRKgpdbKbigJwWfCHJRfPM
apmEcYnYsuoWu,hold,languages & frameworks,true,3,YnUmwcuUuLORepUWBsVUaYCfBsLcOUEJQlJCYgJTdxlKodBXbXpvQSbVuuMXhSNDQGliHXZpMZtMORXBTppIdsbhqaKHPHABFAcffxeoMWiwPqmIZUUFJjQpNyzStppmZolmGUSlKcMaBVEAXngxiA
UEyEFYninbAAqH,adopt,languages & frameworks,true,-2,ESJZEWOIDMuZvQfXqbFFfRUUmkpzcKiygWCglQHFiGmmvjDpVtrdeTTitlliDDqXxlvIpNBarJNFyAVmbEzPbWOqTVLmxdzfHBGIrFzBoTDLcnvGrWHVyyYTRaGVDNeJsmuSuAgVVxoyVbc
Vhhk,hold,techniques,false,2,LTGBGPLNdEShoiNUJGYefbBCQXYYJZxFIrucCavFnzV
EDAaX,trial,techniques,false,-2,LmMLeThlqcNkLdDsDvnkyWYLVjStFZnBPLnVogOkertBFqmdPBRGTGExlqtOtRNkCrNEtqjVRTxKotnvxJhFrLDpJXMjkzfnGxxcpdyhYhFzUBSjowAzFyNyt
mMmUrYraA,adopt,languages & frameworks,false,-3,GTUOpTWxBxIDjRsvNYzDcurCLRjsvaqihgaUQWqBWdGtzERVpbVaYbHApyNZgRssdrDhECxcHXDTfYdwRNrpTwGEZerWw
Ygk,assess,platforms,false,1,WAFMLIyNkNjTBtadmQqCbDsiMmFrJzyIAhXYaTYqJTvNPpylxlKORqaXmhQoXOIwyFWJYvFpzHMnyuYUtcYYuyIkHxpUURmtdfvQHqkxUUriBRixpVAXsGizYnbIWB
YnvyIv,trial,languages & frameworks,true,0,wwYiFPssJOVNwYDwNeKOdRiIexpOAbPlrGmKfuPpKPkUDbPbIBsWbaGOgDHtbLgrkyGXLWPZjdVnafMQUYTETRgiAHzRBHPLcjKpqvqRCBecANiqQEmWxUnJmaJhONOtosjVA
KRUuPx,trial,tools,false,3,tinPfHXrQMeUypuYeUWyWudNUNfYKirnfgGIuPuKolfFtkHVhrsuoSIxCdUbnugWIEhifivqDBYYeweMdZCiIetqgSeaMFYQhyxbswBneduoGPQAUtvQo
hFK,hold,tools,true,0,qOGNJsvvEnGQuWGRJSxnSdufHQTBYezZaDVrrHLBENunKRsyVOSfEzzNWs
yiBowr,trial,platforms,true,1,XqEOmnxZQOzNRuiJZCAnNTjPdrlIWppxQYGksOJqrhInFCUcIVV
JFUvgUAXIds,trial,techniques,true,0,xDFqyGTRprjCxocKwomAlWbrrvAaqRBgYcDccQEpwXKdiBqNASmaXyLpSoRbtlNsqNDexUPnVQwaeRLgbooDGGScAtnCIuobLSNpRmbAPupqBeOqKNpdcYDoSoCfrGsGnJFzsiGUaUBYcddFhCTN
VAVHUJQbLkli,trial,platforms,false,2,EBKZEFrElpuusvvUxQGOJaBhOgzSyuZwjEHSAqZbQcBCiJpzUfIqhUYBaSiZYayiDyfuDtclZHqUVehiBklIlp
